14;401.00;Estimé;786.00;;924.00;;852.00;;332.00;Estimé;191.00;Estimé;391.00;Estimé;353.00;Estimé;138.00;Estimé;372.00;Estimé;263.00;Estimé;336.00;Estimé;
15;401.00;Estimé;720.00;;966.00;;891.00;;393.00;Estimé;158.00;Estimé;322.00;Estimé;343.00;Estimé;145.00;Estimé;374.00;Estimé;212.00;Estimé;223.00;Estimé;
16;396.00;Estimé;698.00;;1060.00;;899.00;;396.00;Estimé;208.00;Estimé;260.00;Estimé;284.00;Estimé;144.00;Estimé;348.00;Estimé;213.00;Estimé;271.00;Estimé;
17;353.00;Estimé;682.00;;1130.00;;847.00;;376.00;Estimé;271.00;Estimé;333.00;Estimé;278.00;Estimé;173.00;Estimé;354.00;Estimé;304.00;Estimé;246.00;Estimé;
18;288.00;Estimé;666.00;;1160.00;;794.00;;380.00;Estimé;240.00;Estimé;328.00;Estimé;278.00;Estimé;153.00;Estimé;393.00;Estimé;293.00;Estimé;271.00;Estimé;
19;339.00;Estimé;650.00;;1160.00;;762.00;;396.00;Estimé;213.00;Estimé;414.00;Estimé;257.00;Estimé;149.00;Estimé;347.00;Estimé;308.00;Estimé;240.00;Estimé;
20;313.00;Estimé;647.00;;1130.00;;730.00;;347.00;Estimé;234.00;Estimé;539.00;;121.00;Estimé;149.00;Estimé;309.00;Estimé;278.00;Estimé;235.00;Estimé;
21;270.00;Estimé;603.00;;1090.00;;715.00;;276.00;Estimé;177.00;Estimé;537.00;;99.90;Estimé;149.00;Estimé;253.00;Estimé;278.00;Estimé;212.00;Estimé;
22;192.00;Estimé;565.00;;1060.00;;715.00;;240.00;Estimé;154.00;Estimé;526.00;;98.60;Estimé;146.00;Estimé;263.00;Estimé;286.00;Estimé;235.00;Estimé;
23;293.00;Estimé;506.00;;1040.00;;715.00;;280.00;Estimé;190.00;Estimé;530.00;;98.60;Estimé;120.00;Estimé;194.00;Estimé;339.00;Estimé;225.00;Estimé;
24;484.00;Estimé;483.00;Estimé;1020.00;;715.00;;276.00;Estimé;123.00;Estimé;467.00;Estimé;98.60;Estimé;147.00;Estimé;234.00;Estimé;284.00;Estimé;351.00;Estimé;
25;445.00;Estimé;424.00;Estimé;1000.00;;715.00;;218.00;Estimé;176.00;Estimé;469.00;Estimé;98.60;Estimé;134.00;Estimé;207.00;Estimé;286.00;Estimé;229.00;Estimé;
26;376.00;Estimé;401.00;Estimé;989.00;;715.00;;222.00;Estimé;173.00;Estimé;515.00;;98.60;Estimé;147.00;Estimé;207.00;Estimé;344.00;Estimé;338.00;Estimé;
27;336.00;Estimé;379.00;Estimé;1030.00;;738.00;;131.00;Estimé;120.00;Estimé;504.00;;97.70;Estimé;149.00;Estimé;201.00;Estimé;354.00;Estimé;409.00;Estimé;
28;262.00;Estimé;376.00;Estimé;1120.00;;820.00;;223.00;Estimé;147.00;Estimé;491.00;;91.50;Estimé;167.00;Estimé;141.00;Estimé;376.00;Estimé;501.00;Estimé;
29;367.00;Estimé;378.00;Estimé;1160.00;;860.00;;213.00;Estimé;231.00;Estimé;488.00;;96.10;Estimé;134.00;Estimé;225.00;Estimé;398.00;Estimé;547.00;;
30;358.00;Estimé;;;1110.00;;851.00;;271.00;Estimé;166.00;Estimé;483.00;Estimé;83.80;Estimé;112.00;Estimé;212.00;Estimé;418.00;Estimé;506.00;;
31;396.00;Estimé;;;1070.00;;;;240.00;Estimé;;;448.00;Estimé;88.90;Estimé;;;206.00;Estimé;;;486.00;Estimé;
Procédure : QJM - Année : 1889

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920011;La Seine à Paris [Austerlitz avant création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1889;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;303.00;303.00;#;;
F;1060.00;1060.00;#;;
M;828.00;828.00; ;;
A;660.00;660.00;#;;
M;400.00;400.00;#;;
J;331.00;331.00;#;;
J;268.00;268.00;#;;
A;140.00;140.00;#;;
S;168.00;168.00;#;;
O;186.00;186.00;#;;
N;180.00;180.00;#;;
D;317.00;317.00;#;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1889
Ecoulement mensuel;Validité;Estimé;Estimé;;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;;
;Débit moyen (m3/s);303.00;1060.00;828.00;660.00;400.00;331.00;268.00;140.00;168.00;186.00;180.00;317.00;399.00;
;Débit moyen spécifique (l/s/km2);6.93;24.20;18.90;15.10;9.12;7.57;6.12;3.19;3.83;4.25;4.10;7.23;9.10;
;Lame d'eau (mm);18.60;58.60;50.60;39.00;24.40;19.60;16.40;8.50;9.90;11.40;10.60;19.40;287.00;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);303.00;1060.00;828.00;660.00;400.00;331.00;268.00;140.00;168.00;186.00;180.00;317.00;399.00;
;Débit moyen spécifique (l/s/km2);6.93;24.20;18.90;15.10;9.12;7.57;6.12;3.19;3.83;4.25;4.10;7.23;9.10;
;Lame d'eau (mm);18.60;58.60;50.60;39.00;24.40;19.60;16.40;8.50;9.90;11.40;10.60;19.40;287.00;
;
Maximum instantané;Débit (m3/s);477.00;1670.00;1370.00;891.00;488.00;488.00;488.00;278.00;278.00;348.00;585.00;618.00;1670.00;
;Date;01/01/1889 00:01;24/02/1889 15:00;01/03/1889 00:01;07/04/1889 08:00;03/05/1889 08:00;17/06/1889 08:00;01/07/1889 08:00;08/08/1889 08:00;24/09/1889 15:00;24/10/1889 08:00;14/11/1889 08:00;12/12/1889 15:00;24/02/1889 15:00;
;Hauteur (cm);158.00;578.00;475.00;290.00;160.00;160.00;160.00;120.00;120.00;130.00;190.00;200.00;578.00;
;Date;01/01/1889 00:01;24/02/1889 15:00;01/03/1889 00:01;07/04/1889 08:00;03/05/1889 08:00;17/06/1889 08:00;01/07/1889 08:00;08/08/1889 08:00;24/09/1889 15:00;24/10/1889 08:00;14/11/1889 08:00;12/12/1889 15:00;24/02/1889 15:00;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;429.00;Estimé;388.00;Estimé;1280.00;;655.00;;423.00;Estimé;351.00;Estimé;464.00;Estimé;198.00;Estimé;64.90;Estimé;236.00;Estimé;177.00;Estimé;133.00;Estimé;
2;417.00;Estimé;415.00;Estimé;1150.00;;653.00;;447.00;Estimé;284.00;Estimé;442.00;Estimé;207.00;Estimé;79.00;Estimé;178.00;Estimé;150.00;Estimé;149.00;Estimé;
3;396.00;Estimé;501.00;Estimé;1050.00;;680.00;;484.00;Estimé;270.00;Estimé;438.00;Estimé;201.00;Estimé;108.00;Estimé;124.00;Estimé;135.00;Estimé;207.00;Estimé;
4;292.00;Estimé;590.00;;960.00;;689.00;;483.00;Estimé;206.00;Estimé;399.00;Estimé;183.00;Estimé;149.00;Estimé;167.00;Estimé;149.00;Estimé;178.00;Estimé;
5;339.00;Estimé;664.00;;892.00;;779.00;;424.00;Estimé;177.00;Estimé;340.00;Estimé;201.00;Estimé;154.00;Estimé;167.00;Estimé;179.00;Estimé;135.00;Estimé;
6;269.00;Estimé;680.00;;859.00;;861.00;;374.00;Estimé;129.00;Estimé;262.00;Estimé;141.00;Estimé;172.00;Estimé;134.00;Estimé;207.00;Estimé;134.00;Estimé;
7;227.00;Estimé;672.00;;790.00;;889.00;;354.00;Estimé;173.00;Estimé;339.00;Estimé;203.00;Estimé;149.00;Estimé;120.00;Estimé;220.00;Estimé;143.00;Estimé;
8;362.00;Estimé;744.00;;706.00;;882.00;;393.00;Estimé;177.00;Estimé;284.00;Estimé;228.00;Estimé;154.00;Estimé;176.00;Estimé;318.00;Estimé;117.00;Estimé;
9;298.00;Estimé;937.00;;732.00;;810.00;;376.00;Estimé;173.00;Estimé;270.00;Estimé;177.00;Estimé;172.00;Estimé;177.00;Estimé;180.00;Estimé;118.00;Estimé;
10;367.00;Estimé;992.00;;773.00;;781.00;;363.00;Estimé;204.00;Estimé;218.00;Estimé;153.00;Estimé;154.00;Estimé;160.00;Estimé;172.00;Estimé;147.00;Estimé;
11;317.00;Estimé;974.00;;743.00;;776.00;;408.00;Estimé;360.00;Estimé;271.00;Estimé;154.00;Estimé;190.00;Estimé;222.00;Estimé;247.00;Estimé;180.00;Estimé;
12;362.00;Estimé;929.00;;711.00;;750.00;;353.00;Estimé;154.00;Estimé;286.00;Estimé;202.00;Estimé;138.00;Estimé;204.00;Estimé;362.00;Estimé;505.00;Estimé;
13;376.00;Estimé;882.00;;806.00;;751.00;;376.00;Estimé;230.00;Estimé;308.00;Estimé;201.00;Estimé;173.00;Estimé;187.00;Estimé;394.00;Estimé;498.00;;
14;354.00;Estimé;891.00;;881.00;;776.00;;401.00;Estimé;420.00;Estimé;270.00;Estimé;183.00;Estimé;153.00;Estimé;177.00;Estimé;330.00;Estimé;502.00;;
15;414.00;Estimé;933.00;;940.00;;776.00;;401.00;Estimé;368.00;Estimé;212.00;Estimé;181.00;Estimé;149.00;Estimé;154.00;Estimé;197.00;Estimé;452.00;Estimé;
16;388.00;Estimé;1120.00;;915.00;;750.00;;422.00;Estimé;440.00;Estimé;213.00;Estimé;202.00;Estimé;149.00;Estimé;172.00;Estimé;177.00;Estimé;448.00;Estimé;
17;259.00;Estimé;1280.00;;850.00;;727.00;;447.00;Estimé;452.00;Estimé;271.00;Estimé;201.00;Estimé;154.00;Estimé;149.00;Estimé;149.00;Estimé;421.00;Estimé;
18;278.00;Estimé;1300.00;;806.00;;665.00;;461.00;Estimé;351.00;Estimé;278.00;Estimé;150.00;Estimé;168.00;Estimé;179.00;Estimé;149.00;Estimé;385.00;Estimé;
19;303.00;Estimé;1380.00;;778.00;;617.00;;438.00;Estimé;328.00;Estimé;270.00;Estimé;116.00;Estimé;135.00;Estimé;177.00;Estimé;149.00;Estimé;365.00;Estimé;
20;253.00;Estimé;1390.00;;753.00;;571.00;;404.00;Estimé;398.00;Estimé;212.00;Estimé;92.90;Estimé;154.00;Estimé;149.00;Estimé;121.00;Estimé;284.00;Estimé;
21;270.00;Estimé;1370.00;;776.00;;566.00;;374.00;Estimé;401.00;Estimé;201.00;Estimé;66.80;Estimé;172.00;Estimé;179.00;Estimé;120.00;Estimé;270.00;Estimé;
22;248.00;Estimé;1430.00;Estimé;778.00;;525.00;;348.00;Estimé;409.00;Estimé;146.00;Estimé;64.90;Estimé;173.00;Estimé;235.00;Estimé;117.00;Estimé;186.00;Estimé;
23;278.00;Estimé;1560.00;Estimé;796.00;;501.00;;376.00;Estimé;438.00;Estimé;253.00;Estimé;68.40;Estimé;183.00;Estimé;225.00;Estimé;113.00;Estimé;260.00;Estimé;
24;278.00;Estimé;1650.00;Estimé;832.00;;473.00;Estimé;401.00;Estimé;443.00;Estimé;212.00;Estimé;65.50;Estimé;235.00;Estimé;271.00;Estimé;99.90;Estimé;442.00;Estimé;
25;270.00;Estimé;1650.00;Estimé;814.00;;509.00;Estimé;401.00;Estimé;461.00;Estimé;207.00;Estimé;66.50;Estimé;212.00;Estimé;263.00;Estimé;98.60;Estimé;410.00;Estimé;
26;206.00;Estimé;1560.00;Estimé;732.00;;476.00;Estimé;401.00;Estimé;420.00;Estimé;228.00;Estimé;75.90;Estimé;181.00;Estimé;186.00;Estimé;100.00;Estimé;447.00;Estimé;
27;164.00;Estimé;1450.00;Estimé;688.00;;518.00;;396.00;Estimé;418.00;Estimé;187.00;Estimé;72.40;Estimé;238.00;Estimé;230.00;Estimé;114.00;Estimé;498.00;Estimé;
28;258.00;Estimé;1370.00;;716.00;;517.00;;317.00;Estimé;407.00;Estimé;207.00;Estimé;66.40;Estimé;270.00;Estimé;212.00;Estimé;118.00;Estimé;467.00;Estimé;
29;218.00;Estimé;;;742.00;;462.00;Estimé;326.00;Estimé;439.00;Estimé;213.00;Estimé;69.10;Estimé;212.00;Estimé;222.00;Estimé;221.00;Estimé;438.00;Estimé;
30;240.00;Estimé;;;714.00;;404.00;Estimé;413.00;Estimé;466.00;Estimé;256.00;Estimé;71.80;Estimé;230.00;Estimé;146.00;Estimé;127.00;Estimé;429.00;Estimé;
31;279.00;Estimé;;;684.00;;;;401.00;Estimé;;;159.00;Estimé;65.50;Estimé;;;196.00;Estimé;;;466.00;Estimé;
Procédure : QJM - Année : 1890

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920011;La Seine à Paris [Austerlitz avant création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1890;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;334.00;334.00;#;;
F;327.00;327.00;#;;
M;172.00;172.00;#;;
A;205.00;205.00;#;;
M;448.00;448.00;#;;
J;171.00;171.00;#;;
J;206.00;206.00;#;;
A;;;;;
S;;;;;
O;133.00;133.00;#;;
N;460.00;460.00;#;;
D;;;;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1890
Ecoulement mensuel;Validité;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;;;Estimé;Estimé;;;
;Débit moyen (m3/s);334.00;327.00;172.00;205.00;448.00;171.00;206.00;;;133.00;460.00;;;
;Débit moyen spécifique (l/s/km2);7.63;7.47;3.93;4.67;10.20;3.91;4.71;;;3.05;10.50;;;
;Lame d'eau (mm);20.40;18.10;10.50;12.10;27.40;10.10;12.60;;;8.20;27.20;;;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);334.00;327.00;172.00;205.00;448.00;171.00;206.00;;;133.00;460.00;;;
;Débit moyen spécifique (l/s/km2);7.63;7.47;3.93;4.67;10.20;3.91;4.71;;;3.05;10.50;;;
;Lame d'eau (mm);20.40;18.10;10.50;12.10;27.40;10.10;12.60;;;8.20;27.20;;;
;
Maximum instantané;Débit (m3/s);682.00;585.00;278.00;442.00;807.00;437.00;348.00;348.00;348.00;401.00;618.00;585.00;;
;Date;25/01/1890 15:00;01/02/1890 08:00;10/03/1890 15:00;28/04/1890 08:00;17/05/1890 15:00;01/06/1890 00:01;12/07/1890 08:00;09/08/1890 15:00;23/09/1890 15:00;28/10/1890 15:00;26/11/1890 15:00;03/12/1890 08:00; ;
;Hauteur (cm);220.00;190.00;120.00;150.00;260.00;149.00;130.00;130.00;130.00;140.00;200.00;190.00;260.00;
;Date;25/01/1890 15:00;01/02/1890 08:00;10/03/1890 15:00;28/04/1890 08:00;17/05/1890 15:00;01/06/1890 00:01;12/07/1890 08:00;09/08/1890 15:00;23/09/1890 15:00;28/10/1890 15:00;26/11/1890 15:00;03/12/1890 08:00;17/05/1890 15:00;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;375.00;Estimé;582.00;;201.00;Estimé;177.00;Estimé;442.00;Estimé;396.00;Estimé;104.00;Estimé;123.00;Estimé;;Inconnu faible;115.00;Estimé;183.00;Estimé;548.00;;
2;393.00;Estimé;555.00;;158.00;Estimé;135.00;Estimé;424.00;Estimé;227.00;Estimé;132.00;Estimé;143.00;Estimé;;Inconnu faible;107.00;Estimé;207.00;Estimé;556.00;;
3;317.00;Estimé;543.00;;202.00;Estimé;138.00;Estimé;434.00;Estimé;223.00;Estimé;225.00;Estimé;135.00;Estimé;;Inconnu faible;115.00;Estimé;228.00;Estimé;552.00;;
4;270.00;Estimé;457.00;Estimé;207.00;Estimé;168.00;Estimé;407.00;Estimé;181.00;Estimé;165.00;Estimé;146.00;Estimé;;Inconnu faible;125.00;Estimé;327.00;Estimé;547.00;;
5;206.00;Estimé;461.00;Estimé;201.00;Estimé;124.00;Estimé;390.00;Estimé;158.00;Estimé;147.00;Estimé;120.00;Estimé;;Inconnu faible;110.00;Estimé;316.00;Estimé;506.00;;
6;189.00;Estimé;442.00;Estimé;150.00;Estimé;163.00;Estimé;343.00;Estimé;186.00;Estimé;149.00;Estimé;170.00;Estimé;;Inconnu faible;113.00;Estimé;354.00;Estimé;460.00;Estimé;
7;263.00;Estimé;420.00;Estimé;135.00;Estimé;135.00;Estimé;284.00;Estimé;133.00;Estimé;173.00;Estimé;189.00;Estimé;85.50;Estimé;108.00;Estimé;442.00;Estimé;376.00;Estimé;
8;181.00;Estimé;401.00;Estimé;149.00;Estimé;149.00;Estimé;263.00;Estimé;196.00;Estimé;153.00;Estimé;228.00;Estimé;97.90;Estimé;106.00;Estimé;494.00;;354.00;Estimé;
9;134.00;Estimé;379.00;Estimé;154.00;Estimé;149.00;Estimé;201.00;Estimé;141.00;Estimé;149.00;Estimé;243.00;Estimé;100.00;Estimé;100.00;Estimé;548.00;;350.00;Estimé;
10;197.00;Estimé;393.00;Estimé;223.00;Estimé;207.00;Estimé;311.00;Estimé;191.00;Estimé;173.00;Estimé;245.00;Estimé;112.00;Estimé;114.00;Estimé;566.00;;236.00;Estimé;
11;158.00;Estimé;325.00;Estimé;163.00;Estimé;206.00;Estimé;389.00;Estimé;177.00;Estimé;170.00;Estimé;186.00;Estimé;99.90;Estimé;106.00;Estimé;542.00;;339.00;Estimé;
12;149.00;Estimé;317.00;Estimé;172.00;Estimé;150.00;Estimé;387.00;Estimé;153.00;Estimé;305.00;Estimé;196.00;Estimé;100.00;Estimé;98.60;Estimé;533.00;;247.00;Estimé;
13;179.00;Estimé;308.00;Estimé;154.00;Estimé;140.00;Estimé;417.00;Estimé;149.00;Estimé;344.00;Estimé;177.00;Estimé;114.00;Estimé;100.00;Estimé;520.00;;177.00;Estimé;
14;213.00;Estimé;286.00;Estimé;202.00;Estimé;196.00;Estimé;448.00;Estimé;173.00;Estimé;343.00;Estimé;177.00;Estimé;113.00;Estimé;107.00;Estimé;527.00;;173.00;Estimé;
15;234.00;Estimé;300.00;Estimé;177.00;Estimé;153.00;Estimé;532.00;;151.00;Estimé;260.00;Estimé;153.00;Estimé;102.00;Estimé;112.00;Estimé;574.00;;296.00;Estimé;
16;207.00;Estimé;263.00;Estimé;146.00;Estimé;130.00;Estimé;579.00;;321.00;Estimé;339.00;Estimé;173.00;Estimé;114.00;Estimé;99.90;Estimé;542.00;;111.00;Estimé;
17;207.00;Estimé;366.00;Estimé;135.00;Estimé;111.00;Estimé;732.00;;302.00;Estimé;343.00;Estimé;189.00;Estimé;113.00;Estimé;107.00;Estimé;519.00;;66.00;Estimé;
18;201.00;Estimé;348.00;Estimé;149.00;Estimé;170.00;Estimé;713.00;;163.00;Estimé;284.00;Estimé;234.00;Estimé;99.90;Estimé;113.00;Estimé;483.00;Estimé;;Inconnu faible;
19;153.00;Estimé;313.00;Estimé;149.00;Estimé;135.00;Estimé;605.00;;134.00;Estimé;303.00;Estimé;201.00;Estimé;100.00;Estimé;102.00;Estimé;456.00;Estimé;;Inconnu faible;
20;149.00;Estimé;270.00;Estimé;149.00;Estimé;121.00;Estimé;545.00;;147.00;Estimé;245.00;Estimé;153.00;Estimé;112.00;Estimé;117.00;Estimé;434.00;Estimé;64.70;Estimé;
21;192.00;Estimé;240.00;Estimé;154.00;Estimé;225.00;Estimé;560.00;;146.00;Estimé;192.00;Estimé;149.00;Estimé;108.00;Estimé;170.00;Estimé;464.00;Estimé;;Inconnu faible;
22;354.00;Estimé;212.00;Estimé;172.00;Estimé;200.00;Estimé;488.00;Estimé;117.00;Estimé;228.00;Estimé;146.00;Estimé;112.00;Estimé;135.00;Estimé;442.00;Estimé;76.70;Estimé;
23;504.00;Estimé;177.00;Estimé;149.00;Estimé;143.00;Estimé;480.00;Estimé;118.00;Estimé;207.00;Estimé;117.00;Estimé;262.00;Estimé;118.00;Estimé;438.00;Estimé;67.00;Estimé;
24;627.00;;149.00;Estimé;149.00;Estimé;202.00;Estimé;427.00;Estimé;128.00;Estimé;201.00;Estimé;113.00;Estimé;196.00;Estimé;147.00;Estimé;425.00;Estimé;71.80;Estimé;
25;667.00;;149.00;Estimé;173.00;Estimé;281.00;Estimé;458.00;Estimé;113.00;Estimé;141.00;Estimé;101.00;Estimé;129.00;Estimé;146.00;Estimé;501.00;Estimé;65.50;Estimé;
26;666.00;;149.00;Estimé;189.00;Estimé;348.00;Estimé;465.00;Estimé;125.00;Estimé;167.00;Estimé;;Inconnu faible;117.00;Estimé;135.00;Estimé;583.00;;64.90;Estimé;
27;630.00;;154.00;Estimé;263.00;Estimé;379.00;Estimé;450.00;Estimé;146.00;Estimé;149.00;Estimé;;Inconnu faible;106.00;Estimé;166.00;Estimé;571.00;;64.90;Estimé;
28;588.00;;202.00;Estimé;200.00;Estimé;420.00;Estimé;456.00;Estimé;117.00;Estimé;146.00;Estimé;;Inconnu faible;107.00;Estimé;338.00;Estimé;550.00;;86.70;Estimé;
29;585.00;;;;160.00;Estimé;439.00;Estimé;404.00;Estimé;115.00;Estimé;140.00;Estimé;;Inconnu faible;115.00;Estimé;197.00;Estimé;523.00;;;Inconnu faible;
30;585.00;;;;158.00;Estimé;442.00;Estimé;422.00;Estimé;115.00;Estimé;172.00;Estimé;;Inconnu faible;125.00;Estimé;207.00;Estimé;521.00;;;Inconnu faible;
31;585.00;;;;196.00;Estimé;;;441.00;Estimé;;;149.00;Estimé;;Inconnu faible;;;201.00;Estimé;;;;Inconnu faible;
Procédure : QJM - Année : 1891

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920011;La Seine à Paris [Austerlitz avant création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1891;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;;;;;
F;325.00;325.00;#;;
M;370.00;370.00;#;;
A;538.00;538.00;#;;
M;351.00;351.00;#;;
J;444.00;444.00;#;;
J;176.00;176.00;#;;
A;124.00;124.00;#;;
S;;;;;
O;;;;;
N;179.00;179.00;#;;
D;384.00;384.00;#;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1891
Ecoulement mensuel;Validité;;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;;;Estimé;Estimé;;
;();;325.00;370.00;538.00;351.00;444.00;176.00;124.00;;;179.00;384.00;;
;();;7.42;8.44;12.30;8.02;10.10;4.02;2.83;;;4.08;8.77;;
;();;17.90;22.60;31.90;21.50;26.30;10.80;7.60;;;10.60;23.50;;
;
Ecoulement naturel reconstitué;();;325.00;370.00;538.00;351.00;444.00;176.00;124.00;;;179.00;384.00;;
;();;7.42;8.44;12.30;8.02;10.10;4.02;2.83;;;4.08;8.77;;
;();;17.90;22.60;31.90;21.50;26.30;10.80;7.60;;;10.60;23.50;;
;
Maximum instantané;Débit (m3/s);863.00;650.00;682.00;863.00;488.00;807.00;442.00;207.00;213.00;278.00;401.00;682.00;;
;Date;27/01/1891 08:00;03/02/1891 08:00;21/03/1891 15:00;11/04/1891 08:00;08/05/1891 08:00;12/06/1891 08:00;03/07/1891 08:00;15/08/1891 08:00;23/09/1891 08:00;27/10/1891 15:00;24/11/1891 08:00;19/12/1891 15:00; ;
;Hauteur (cm);280.00;210.00;220.00;280.00;160.00;260.00;150.00;110.00;111.00;120.00;140.00;220.00;280.00;
;Date;27/01/1891 08:00;03/02/1891 08:00;21/03/1891 15:00;11/04/1891 08:00;08/05/1891 08:00;12/06/1891 08:00;03/07/1891 08:00;15/08/1891 08:00;23/09/1891 08:00;27/10/1891 15:00;24/11/1891 08:00;19/12/1891 15:00;11/04/1891 08:00;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;;Inconnu faible;622.00;;149.00;Estimé;463.00;Estimé;270.00;Estimé;404.00;Estimé;267.00;Estimé;129.00;Estimé;103.00;Estimé;;Inconnu faible;144.00;Estimé;270.00;Estimé;
2;;Inconnu faible;621.00;;154.00;Estimé;447.00;Estimé;186.00;Estimé;268.00;Estimé;326.00;Estimé;135.00;Estimé;117.00;Estimé;;Inconnu faible;146.00;Estimé;186.00;Estimé;
3;;Inconnu faible;644.00;;172.00;Estimé;461.00;Estimé;202.00;Estimé;339.00;Estimé;403.00;Estimé;146.00;Estimé;164.00;Estimé;;Inconnu faible;117.00;Estimé;202.00;Estimé;
4;;Inconnu faible;617.00;;131.00;Estimé;447.00;Estimé;213.00;Estimé;284.00;Estimé;252.00;Estimé;120.00;Estimé;113.00;Estimé;;Inconnu faible;115.00;Estimé;213.00;Estimé;
5;;Inconnu faible;585.00;;133.00;Estimé;501.00;Estimé;263.00;Estimé;286.00;Estimé;207.00;Estimé;128.00;Estimé;112.00;Estimé;;Inconnu faible;118.00;Estimé;263.00;Estimé;
6;;Inconnu faible;552.00;;200.00;Estimé;527.00;;248.00;Estimé;344.00;Estimé;181.00;Estimé;133.00;Estimé;108.00;Estimé;;Inconnu faible;128.00;Estimé;212.00;Estimé;
7;;Inconnu faible;506.00;;158.00;Estimé;607.00;;305.00;Estimé;313.00;Estimé;230.00;Estimé;134.00;Estimé;113.00;Estimé;70.20;Estimé;115.00;Estimé;181.00;Estimé;
8;;Inconnu faible;479.00;Estimé;154.00;Estimé;724.00;;469.00;Estimé;356.00;Estimé;206.00;Estimé;143.00;Estimé;108.00;Estimé;89.50;Estimé;115.00;Estimé;230.00;Estimé;
9;;Inconnu faible;385.00;Estimé;208.00;Estimé;769.00;;465.00;Estimé;562.00;Estimé;158.00;Estimé;117.00;Estimé;113.00;Estimé;99.50;Estimé;115.00;Estimé;206.00;Estimé;
10;;Inconnu faible;370.00;Estimé;338.00;Estimé;833.00;;424.00;Estimé;751.00;;196.00;Estimé;133.00;Estimé;99.90;Estimé;112.00;Estimé;118.00;Estimé;183.00;Estimé;
11;;Inconnu faible;343.00;Estimé;560.00;;860.00;;401.00;Estimé;781.00;;177.00;Estimé;131.00;Estimé;106.00;Estimé;102.00;Estimé;139.00;Estimé;213.00;Estimé;
12;;Inconnu faible;276.00;Estimé;445.00;Estimé;842.00;;396.00;Estimé;802.00;;177.00;Estimé;129.00;Estimé;99.90;Estimé;114.00;Estimé;104.00;Estimé;271.00;Estimé;
13;82.40;Estimé;212.00;Estimé;325.00;Estimé;777.00;;325.00;Estimé;778.00;;153.00;Estimé;109.00;Estimé;98.60;Estimé;115.00;Estimé;125.00;Estimé;278.00;Estimé;
14;124.00;Estimé;187.00;Estimé;331.00;Estimé;717.00;;300.00;Estimé;720.00;;149.00;Estimé;114.00;Estimé;100.00;Estimé;113.00;Estimé;112.00;Estimé;286.00;Estimé;
15;146.00;Estimé;266.00;Estimé;285.00;Estimé;682.00;;286.00;Estimé;595.00;;146.00;Estimé;163.00;Estimé;114.00;Estimé;99.90;Estimé;159.00;Estimé;355.00;Estimé;
16;105.00;Estimé;270.00;Estimé;328.00;Estimé;649.00;;348.00;Estimé;568.00;;110.00;Estimé;117.00;Estimé;115.00;Estimé;120.00;Estimé;140.00;Estimé;462.00;Estimé;
